lng,lat,date,city,state,country,shape,duration,comments,year,month,day
-107.8755556,38.4783333,6/10/1964 3:00,montrose,co,us,light,420,A father and son driving to work saw intense blue light fill valley.,1964,6,10
-87.65,41.85,6/10/1964 22:00,chicago,il,us,circle,120,Disc shaped orange in color with darker crater shapes with in it,1964,6,10
-119.8127778,39.5297222,6/14/1964 13:00,reno,nv,us,disk,900,I saw a luminous object which I can only desribe as a UFO...,1964,6,14
-95.9925,36.1538889,6/15/1964 13:00,tulsa,ok,us,circle,30,While crossing the driveway of my front yard&#44 I happened to look straight up.  There was no particular reason that I have ever been abl,1964,6,15
-110.9258333,32.2216667,6/19/1964 20:00,tucson,az,us,triangle,10,Early 60&#39s Triangle Craft,1964,6,19
-84.3880556,33.7488889,6/29/1964 21:50,atlanta,ga,us,changing,900,UFO over  drive-in theatre.,1964,6,29
-89.3138889,46.8711111,6/30/1964 1:00,ontonagon,mi,us,rectangle,180,Large rectangular shape heading up River St. to Lake Superior.,1964,6,30
-87.65,41.85,7/9/1964 22:30,chicago,il,us,disk,30,Surprised by disc hovering above the highway in front of me.,1964,7,9
-122.8983333,42.8819444,7/12/1964 12:00,drew,or,us,circle,1200,Date/Time 07/1964 City: Drew State: Oregon Shape Silver(Metallic) Disc Duration 30 min Summary object hovered above work location .,1964,7,12
-79.86,40.3813889,8/1/1964 15:00,duquesne,pa,us,cigar,600,Cigar shaped silver object with varying speeds&#44 no sound heard and many witnesses.,1964,8,1
-71.6422222,41.3830556,8/1/1964 20:00,charlestown,ri,us,light,3,While camping at the Burlingame State Park&#44 Charlestown&#44 RI&#44 in August of 1964&#44 my friend&#44 Tommy&#44 and I were looking over the pond at t,1964,8,1
-71.0602778,42.3583333,8/4/1964 9:30,boston,ma,us,circle,3600,Red circle flies low over the city,1964,8,4
-88.0577778,41.1466667,8/12/1964 0:00,bonfield,il,us,diamond,10,It was in the summer my boyfriend and I where parked and we where in the country&#44and we where looking out over the corn field.I noticed,1964,8,12
-72.6125,41.7822222,9/1/1964 20:30,east hartford,ct,us,fireball,1.5,Redish-Orange object falling e to w in northern sky North of East Hartford&#44 CT,1964,9,1
-90.1527778,29.9838889,2/16/1965 21:00,metairie,la,us,circle,20,Two circular objects/craft&#44 luminous on their outer perimeters&#44 flying in a staggered formation&#44 sighted above back yard residence.,1965,2,16
-84.3538889,33.5213889,3/15/1965 14:00,jonesboro,ga,us,disk,300,flat transparent disk rolling end over end&#44 across the clear blue sky&#44 northeast to southwest,1965,3,15
-69.6322222,44.5519444,3/15/1965 17:00,waterville,me,us,egg,600,i dont remember going to my room but when i woke up i went to the site at the end of the drive hidden by the high pile of snow and ther,1965,3,15
-90.1977778,38.6272222,5/5/1965 5:35,st. louis county,mo,us,cigar,600,I was walking to church very early on the morning of May 5&#44 1965.  Cutting across the rear of the adjacent school parking lot&#44 a bright,1965,5,5
-122.3697222,40.6805556,5/31/1965 13:00,shasta lake,ca,us,disk,3600,silver disk craft  approx 40ft diam. flys over school kids  and teachersouside for school meeting and lands in back of school.,1965,5,31
-107.7580556,32.2686111,6/1/1965 5:00,deming,nm,us,disk,21600,Just a large round silver disk and acorn type craft hovering low in around the center of Deming in around 1965.,1965,6,1
-122.1233333,37.6811111,6/1/1965 21:00,san lorenzo,ca,us,light,600,Two objects rendevous at the moon.,1965,6,1
-84.4494444,33.6533333,6/6/1965 17:00,college park,ga,us,circle,240,Seeing an object close to the Atlanta Airport,1965,6,6
-98.2527778,40.5041667,6/15/1965 10:00,glenvil,ne,us,unknown,120,It was not a visual occurance but one of sound and motion.,1965,6,15
-79.765,40.5697222,6/15/1965 19:00,new kensington,pa,us,disk,10800,3 hours in a UFO,1965,6,15
-82.6794444,27.7705556,6/15/1965 20:00,st. petersburg,fl,us,unknown,30,object following an earth-orbiting satellite in the night sky.,1965,6,15
-81.2052778,39.3916667,6/15/1965 20:15,st. marys,wv,us,disk,20,White disc-shaped object witnessed in West Virgina in mid-1960s,1965,6,15
-119.2461111,35.7688889,6/15/1965 23:00,delano,ca,us,formation,900,Objects were seen at night headed towards radio free europe transmission towers.,1965,6,15
-82.1402778,29.1869444,6/30/1965 15:00,ocala,fl,us,cigar,3600,Abductioin observed by Sherif Deaputy and myself,1965,6,30
-90.075,29.9544444,7/1/1965 22:00,new orleans,la,us,unknown,60,Spec of light in sky changes course around another spec of light.,1965,7,1
-85.8055556,30.1763889,7/4/1965 19:00,panama city beach,fl,us,fireball,10800,One light over ocean became brighter as time passed.  One object became 2&#44 2 became 4&#44 etc. Then one would flash out and disappear&#44 but,1965,7,4
-87.7844444,41.885,7/7/1965 22:30,oak park,il,us,unknown,600,After hovering motionless for hours&#44 a mysterious arial light performs aerodynamically impossible maneuvers.,1965,7,7
-118.2427778,34.0522222,7/12/1965 18:30,los angeles,ca,us,cigar,15,7/12/65   Santa Monica&#44 California  Cigar shaped&#44 glowing red/orange in front&#44 blue back half    15 seconds,1965,7,12
-82.8269444,37.1183333,7/15/1965 21:00,whitesburg,ky,us,light,2700,Lights and sounds on the ground and several strange lights in a cluster,1965,7,15
-117.8669444,33.7455556,7/20/1965 20:30,santa ana,ca,us,circle,300,While driving through the intersection of 17&#39th St. &amp; Prospect Ave.&#44 in the Santa Ana/No. Tustin area just before dusk on a Summer even,1965,7,20
-82.6158333,41.2425,7/27/1965 12:30,norwalk,oh,us,light,1500,In late July&#441965&#44 my sister age 15 and myself age 18 were sitting on the front porch of our home.  I was waiting for my boyfriend to s,1965,7,27
-72.3294444,41.3158333,7/30/1965 23:00,old lyme,ct,us,oval,18000,Oval UFO hovers over neighborhood for several hours,1965,7,30
-89.7677778,39.5008333,8/1/1965 18:00,virden,il,us,sphere,10,12 year old sights Virden&#44 IL UFO,1965,8,1
-98.4933333,29.4238889,8/6/1965 1:00,san antonio (ranch outside of),tx,us,egg,900,We spotted the glowing object slowly hovering about 15 feet above the densely planted mesquite&#44 oak&#44 and huisache trees.,1965,8,6
-118.3955556,34.0211111,8/11/1965 21:00,culver city,ca,us,oval,300,UFO at Culver City Drive-in 1965.,1965,8,11
-75.9783333,36.8527778,8/12/1965 1:00,virginia beach,va,us,disk,4,My father and I saw a domed flying saucer very clear whizz directly in front of us on the oceanfront,1965,8,12
-75.0641667,42.4527778,8/15/1965 20:45,oneonta,ny,us,oval,600,Large Illuminated Oval Disk -  Oneonta NY - 1965,1965,8,15
-87.4205556,41.2913889,8/15/1965 23:59,lowell,in,us,sphere,1800,A hovering ball of white light&#44 that was able to travel quickly and turn instantaneously.,1965,8,15
-86.1580556,39.7683333,9/15/1965 15:00,indianapolis,in,us,egg,20,Zig Zagging Egg in daytime,1965,9,15
-98.7644444,38.3644444,9/15/1965 22:00,great bend,ks,us,changing,180,White cube that glowed like a lightbulb,1965,9,15
-69.6322222,44.5519444,9/27/1965 5:00,waterville,me,us,circle,300,Round blue circular object hovers and dissolves in Maine.,1965,9,27
-76.4011111,41.5241667,10/1/1965 21:00,dushore,pa,us,disk,300,It could move very slowly or very quickly but either way it moved without making any noise.,1965,10,1
-79.9961111,40.4405556,10/12/1965 12:00,pittsburgh,pa,us,circle,120,Saucer observed about 500 feet up moving into clear blue sky and flying square corners.,1965,10,12
-73.7827778,40.9113889,10/15/1965 15:00,new rochelle,ny,us,sphere,2,knew they came and went all stoped  talked to my brain or?  ((NUFORC Note:  Report from retiree.  PD)),1965,10,15
-72.3766667,41.2916667,11/9/1965 17:45,old saybrook,ct,us,light,600,Cluster of red lights hovering at low altitude without sound during Great Northeast Black-out,1965,11,9
-79.9961111,40.4405556,12/9/1965 0:00,pittsburgh,pa,us,unknown,5,HBCCUFO CANADIAN REPORT:  I Saw The Kecksberg UFO&#33,1965,12,9
-72.5922222,41.9761111,12/9/1965 16:48,enfield,ct,us,fireball,120,Giant FireBall streams across the evening sky of Enfield Connecticut&#44 was Hartford responsible&#44 was Mark Twain given a final send -off&#33,1965,12,9
-72.5922222,41.9761111,12/9/1965 17:00,enfield,ct,us,fireball,300,Possible sighting of the Kecksburg UFO,1965,12,9
-81.3580556,41.1536111,2/10/1966 18:15,kent,oh,us,disk,120,A scout ship sighting followed by a mother ship sighting that lasted well over an hour. .,1966,2,10
-83.1763889,42.3222222,3/31/1966 23:50,dearborn,mi,us,chevron,7200,Sighted&#44 followed and was followed by space craft and then had and still have lump in earlobe.,1966,3,31
-81.1636111,41.0238889,4/17/1966 5:10,atwater,oh,us,other,5400,On April 17th &#44 1966&#44 one of the greatest UFO chases occured With police  in NE Ohio and Western PA,1966,4,17
-76.9077778,39.0347222,5/5/1966 17:00,beltsville,md,us,sphere,120,Green sphere speeding across the sky in 1960&#39s,1966,5,5
-87.65,41.85,6/1/1966 12:00,chicago,il,us,disk,300,It hovered straight across from me.,1966,6,1
-94.5327778,38.8858333,6/1/1966 17:30,grandview,mo,us,triangle,900,Depressed for 40 years from this happening&#8230;,1966,6,1
-79.7066667,41.4338889,6/1/1966 21:00,oil city (near),pa,us,sphere,1800,3 spheres&#44 3 colors&#44 doing figure eight in sky. Stoped car race. everyone saw&#44 no one remembers ? Has anyone else seen this ?,1966,6,1
-82.9988889,39.9611111,6/15/1966 5:00,columbus,oh,us,circle,120,Directly overhead&#44 stationary.  Reddish-orange slowly pulsating light then moved south very rapidly.,1966,6,15
-123.3405556,43.2166667,6/15/1966 11:00,roseburg,or,us,other,3600,i saw YHVH and afterwards there apopeared a ufo in the following week that took me from a tent and tatooed me&#44 project blue book there.,1966,6,15
-123.0338889,44.9430556,6/15/1966 12:00,salem,or,us,oval,1500,The pay off could be big for a little research.,1966,6,15
-75.9272222,40.3355556,6/15/1966 15:00,reading,pa,us,sphere,20,huge molten sphere with liquid surface blending colors. Moving approx. 120 mph south to north. maybe 5000 feet. seen by six people,1966,6,15
-92.1063889,46.7833333,6/18/1966 11:00,duluth,mn,us,disk,900,Intell at Winnepeg disembark and debreif all passangers from a NW  727 after a close encounter over Lake Superior.,1966,6,18
-84.5230556,39.2680556,6/20/1966 17:00,greenhills,oh,us,disk,600,I stood under a flying saucer spotted in daylight at 40 foot distance... WILD&#33&#33&#33,1966,6,20
-85.4975,40.8830556,6/20/1966 21:00,huntington,in,us,disk,600,Saucer shaped object,1966,6,20
-87.1727778,38.6591667,6/30/1966 10:00,washington,in,us,circle,30,Small spinning circular shaped object passes between houses but doesn&#39t come down.,1966,6,30
-122.5266667,41.7283333,6/30/1966 14:00,montague,ca,us,other,600,Fast moving star object over Montague&#44 CA.,1966,6,30
-122.1780556,39.9277778,6/30/1966 16:00,corning,ca,us,disk,300,2 small (2 ft)  &amp; 1 large saucers seen at close range by multiple witnesses&#44 Northern CA about 1966,1966,6,30
-121.0758333,38.8966667,6/30/1966 23:00,auburn,ca,us,other,300,Craft was low to the ground&#44 and stopped at witnesses.,1966,6,30
-75.5247222,39.1580556,7/1/1966 0:30,dover,de,us,disk,300,In the region within an hour of Dover AFB&#44 Delaware,1966,7,1
-96.9975,32.7458333,7/1/1966 21:30,grand prairie,tx,us,other,30,Fast moving silent craft over water,1966,7,1
-81.8905556,29.6236111,7/6/1966 21:00,interlachen,fl,us,fireball,60,orange firey ball rising from ground up into sky,1966,7,6
-92.8738889,40.7341667,7/15/1966 22:00,centerville,ia,us,light,1800,90 degree angles uniform stair step flight pattern&#44 very bright light&#44 silent,1966,7,15
-82.8794444,40.0191667,7/31/1966 21:30,gahanna,oh,us,light,180,Summer of 1966&#44 a round&#44 glowing light seen in southern sky of Gahanna&#44 Ohio&#44 moving east to west.,1966,7,31
-86.2005556,42.6433333,7/31/1966 23:00,douglas,mi,us,cigar,1200,saw craft hovering over corn feild. craft had two lights(red)one pulsating no sound  also no insect of frog sounds craft left with incr,1966,7,31
-122.7133333,38.4405556,8/6/1966 1:30,santa rosa,ca,us,disk,2700,AUGUST 6&#44 1966 BETW EEN 12;30A.M.+ 1.45 A.M. MYSELF AND TO FRIENDS MY PARENTS SISTOR ALL WHERE PRESANT ONE SAUCER ABOUT A QUATER MILE A,1966,8,6
-81.6397222,39.5477778,8/17/1966 23:00,beverly,oh,us,cigar,1200,IT WAS A WARM SUMMER NIGHT.THERE WAS 6 OF US IN MY NEW COBVERTIBLE.WE WERE ALL 16-17 YRS OLD AND NO WE WERE NOT DRINKONG OR SMO,1966,8,17
-80.4591667,39.6836111,9/8/1966 20:30,hundred,wv,us,oval,30,Object traveled across hills at moderate speed illuminating tree tops as it passed.,1966,9,8
-83.5552778,41.6638889,9/15/1966 21:00,toledo,oh,us,triangle,1200,glowing orb hovers 20 feet above onlookers,1966,9,15
-118.9313889,45.1341667,10/15/1966 20:00,ukiah,or,us,oval,1200,Orange oval 40 ft in diameter&#44 twenty ft off the ground&#44 appoxumate 100 ft from me.,1966,10,15
-89.0938889,42.2711111,12/25/1966 4:00,rockford,il,us,unknown,60,Close encounter experience. 500 Lights On Object0: Yes,1966,12,25
-87.5,41.5833333,12/28/1966 19:00,hammond,in,us,triangle,60,Triangle shaped object with flashing lights&#44 Hammond Indiana ( Hessville ) 1966 or 1967,1966,12,28
-73.9875,41.2294444,2/13/1967 22:19,stony point,ny,us,unknown,180,appeared over barn with vaacum sound.     about 150 ft. long.  disappeared quietly into space,1967,2,13
-72.8075,41.5380556,2/20/1967 19:30,meriden,ct,us,unknown,360,Light on a dimmer switch,1967,2,20
-83.2786111,30.8325,4/1/1967 0:00,valdosta,ga,us,disk,180,The craft moved about in the sky just like a hummingbird or a bee. It looked to be the size of a VW Bug.,1967,4,1
-115.1363889,36.175,4/1/1967 17:45,las vegas,nv,us,light,120,pulsating white round  light that changed between white and blue,1967,4,1
-80.4777778,25.4683333,4/1/1967 21:00,homestead,fl,us,unknown,7200,Red lights along the side&#44 white light in front&#44  in a search-like pattern: slow over water&#44 very fast over land.,1967,4,1
-80.1938889,25.7738889,4/1/1967 23:00,miami (and vicinity),fl,us,other,18000,Witness tracked UFO&#39s and USAF F-4 &quot;Phantoms&quot; on radar in Florida during 1967.,1967,4,1
-84.8430556,30.705,4/25/1967 21:00,chattahoochee,fl,us,light,600,The two objects left two vapor trails with 90 degree turns in them before they simply vanished.,1967,4,25
-97.8780556,36.3955556,5/1/1967 12:00,enid,ok,us,disk,120,Proof in MY MIND&#33&#33&#33,1967,5,1
-116.5386111,34.0777778,5/15/1967 20:00,palm wells,ca,us,formation,600,small lighted spheres apparently hovering just above the ground; about a quarter mile away,1967,5,15
-106.4863889,31.7586111,5/29/1967 21:00,el paso,tx,us,light,3600,My Dad was a radar specialist.,1967,5,29
-95.2252778,41.0097222,6/1/1967 16:00,red oak,ia,us,light,20,Two unidentified extremely bright lights&#44 one large - one smaller&#44 clearly visible on a sunny clear day&#44 moving at incredible speed..,1967,6,1
-87.1833333,33.7597222,6/1/1967 18:00,cordova,al,us,disk,1200,very large craft&#44 siting dead still in mid air &#44very low and in broad daylight&#44 could see the seams in the metal,1967,6,1
-116.4313889,34.1141667,6/1/1967 22:00,yucca valley,ca,us,light,300,6 family members observe bright light for 5 minutes near Yucca Valley&#44 CA 1967,1967,6,1
-86.9833333,34.6058333,6/4/1967 20:30,decatur,al,us,light,180,Strange light shivered across sky&#44 stopped overhead&#44 tried to land&#44 stopped&#44 and then took off out of sight in 2 seconds.,1967,6,4
-73.6444444,43.3094444,6/15/1967 14:00,glens falls,ny,us,teardrop,900,Passed over our backyard,1967,6,15
-84.2697222,36.0102778,6/15/1967 19:30,oak ridge,tn,us,sphere,720,Red Sphere in Oak Ridge.,1967,6,15
-84.1741667,39.7252778,6/30/1967 3:00,oakwood (dayton),oh,us,circle,180,In the forty years since&#44 I have yet to see anything that will explain away what I witnessed in the middle of the night.,1967,6,30
-108.73,42.8330556,6/30/1967 3:00,lander,wy,us,light,600,They were just lights&#44 but very curious lights at that.,1967,6,30
-94.9,39.2486111,6/30/1967 21:00,lansing,ks,us,light,300,Silent light darts to avoid collision.,1967,6,30
-87.7877778,42.0697222,6/30/1967 22:00,glenview,il,us,circle,900,Large ball of light hovering above the road in Glenview&#44 Illinois - 25 - 30 observers - 1967 or 1968.,1967,6,30
-90.1716667,44.6688889,7/15/1967 2:00,marshfield,wi,us,disk,60,When I was a kid&#44 not unlike most&#8230; I enjoyed sleeping outdoors with my friends to watch shooting stars and satellites while gazing at t,1967,7,15
-73.0052778,40.6838889,8/1/1967 21:30,davis park,ny,us,triangle,90,3 dim lights in triangle shape&#44 about 400 ft high&#44 moved west to east slowly along S. shore of Fire Island&#44 NY,1967,8,1
-87.3769444,44.8341667,8/1/1967 21:30,sturgeon bay,wi,us,cigar,120,This has happened so long ago but the event is very clear yet.  It was an evening&#44 on the way home from watching a movie&#44 I approached,1967,8,1
